gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
SPPL2A	5.4609556520780655e-6	0.8497592642419742	0.114	0.049	0.07489154581259859
ARHGDIB	5.5288891281285864e-6	0.42544642199147376	0.932	0.913	0.07582318550315544
ARHGAP9	5.673463993800633e-6	0.5132175115312876	0.22	0.133	0.07780588521098188
HSH2D	5.793063574810471e-6	0.5800401909213688	0.152	0.075	0.0794460738649508
IRF1	5.86973780124704e-6	0.5935194626696194	0.367	0.275	0.0804975842063019
DGKZ	5.881871077787873e-6	0.8016338942217056	0.17	0.091	0.0806639799607829
PDIA6	6.211795138579354e-6	0.49629790685825936	0.326	0.23	0.08518855853047726
RCN2	6.628937847267059e-6	0.44367966849442997	0.212	0.124	0.09090925363742045
SNAPIN	6.6752919656834555e-6	0.4158711052334021	0.193	0.108	0.09154495401738291
TADA3	7.252372196178079e-6	0.48105773775588156	0.201	0.114	0.09945903229838618
RALY	7.791928541000959e-6	0.34230283681478224	0.311	0.218	0.10685850801128714
MIR4435-1HG	8.031927474792388e-6	0.3683262708877101	0.125	0.057	0.1101498533893028
CAPZB	8.985677394578914e-6	0.3445318630696148	0.621	0.553	0.12322957978925522
TERF2IP	9.13892347655383e-6	0.35948125965986044	0.318	0.219	0.12533119655745922
LMAN2	9.304920982722117e-6	0.6390612437824985	0.341	0.252	0.1276076863570511
AC092580.4	9.402571175150924e-6	0.31700285613923285	0.102	0.042	0.12894686109601977
CD97	9.709513611764699e-6	0.5015220583460513	0.314	0.216	0.13315626967174107
RNF125	1.0808941022266548e-5	0.38076607510574856	0.125	0.058	0.14823381717936343
LAIR1	1.118007845949794e-5	0.4973185737018499	0.159	0.083	0.15332359599355475
P4HB	1.1356014463602392e-5	0.5460232310132098	0.326	0.228	0.1557363823538432
PSMB1	1.2268265282507651e-5	0.4600751370368896	0.534	0.46	0.16824699008430993
RAB37	1.2295713058569303e-5	0.452938444352699	0.121	0.056	0.16862340888521943
SETD3	1.2398951987871464e-5	0.376496221955021	0.11	0.048	0.17003922756166925
CORO1A	1.2605369921074106e-5	0.3155283064171015	0.845	0.802	0.17287004309761028
PRPF38A	1.2637729925978156e-5	0.4617720480414699	0.174	0.096	0.17331382820486443
PDZD11	1.2742679269311356e-5	0.40705466419153385	0.125	0.059	0.17475310349933593
SPSB3	1.2748972701719611e-5	0.39226861111078337	0.197	0.111	0.17483941163138275
NCK1	1.3404996905247221e-5	0.47627233997066626	0.163	0.087	0.1838361275585604
ARHGAP25	1.416813051676463e-5	0.5361206757399215	0.182	0.101	0.19430174190691013
SNRPB	1.429566939183657e-5	0.36888152913483907	0.424	0.339	0.19605081003964672
DEF6	1.5027949812698422e-5	0.4272832549078335	0.235	0.147	0.20609330373134616
IMP3	1.5492961368986626e-5	0.4448248100691705	0.299	0.206	0.21247047221428259
STIP1	1.5954897310107267e-5	0.4100183392109165	0.129	0.062	0.21880546171081106
TMIGD2	1.6286412185925124e-5	0.4088640282986649	0.114	0.051	0.22335185671777716
MANF	1.7285249061691015e-5	0.4816007734794385	0.205	0.12	0.23704990563203057
UNC50	1.751035799665793e-5	0.40864190759901664	0.136	0.067	0.24013704956616685
VPS4B	1.8570325660838096e-5	0.4343564163034357	0.152	0.078	0.2546734461127336
ADA	1.9492141876995763e-5	0.4106817533313818	0.186	0.105	0.2673152337011199
RAD9A	1.959889781821335e-5	0.3807087856515372	0.102	0.044	0.2687792846789779
RBM3	1.9693073161569724e-5	0.8211518282030261	0.693	0.638	0.27007080533776723
G6PD	1.991813121656065e-5	0.45384874786526425	0.148	0.076	0.27315725150391273
NDUFA6	2.0783696915839312e-5	0.4950213631826521	0.242	0.158	0.28502761950382033
GADD45B	2.1207754964328655e-5	0.4752440931631843	0.318	0.227	0.29084315158080315
BUB3	2.2006240566708995e-5	0.7730205259417362	0.295	0.205	0.3017935831318472
GCHFR	2.3717901255541253e-5	0.5604054556665025	0.17	0.095	0.32526729781849273
DENND2D	2.397632112440252e-5	0.4146638171229299	0.239	0.151	0.32881126790005616
PPP2R5C	2.4242853720204898e-5	0.396379348976424	0.33	0.234	0.33246649591888994
PPP3CC	2.6152087728614022e-5	0.3862361206908169	0.163	0.087	0.3586497311102127
SDHAF2	2.6456592168863714e-5	0.39879379820794914	0.201	0.12	0.36282570500379696
MIR142	2.7011281351433317e-5	0.5686416883889553	0.246	0.159	0.3704327124535565
SSBP4	2.893227632411702e-5	0.5535478274767993	0.197	0.118	0.39677723750894084
MVD	2.9141282785356513e-5	0.3641609680167902	0.102	0.045	0.3996435521183792
CD2BP2	2.9193444235691232e-5	0.4346827408530951	0.174	0.098	0.40035889424826954
MYO1G	3.0275002365679153e-5	0.47501015876831465	0.314	0.226	0.4151913824429239
DDRGK1	3.083809163806622e-5	0.44054495018736284	0.189	0.112	0.4229135887244401
POLR3GL	3.2318673989479155e-05	0.4250894034584589	0.284	0.198	0.4432182950917171
TMEM160	3.411783510019799e-5	0.44296923051387627	0.269	0.181	0.46789199056411523
PPP1R8	4.2225581033269874e-5	0.3516268168072076	0.114	0.053	0.5790816182902631
RBM8A	4.6770526424575705e-5	0.5696850230788821	0.394	0.307	0.6414109993866313
CARHSP1	4.7453660289278e-5	0.352102586081935	0.193	0.114	0.6507794972071586
ENSA	5.095101029974934e-5	0.4541007378639712	0.383	0.305	0.6987421552507624
ADRM1	5.276351740404463e-5	0.6586972192610165	0.25	0.168	0.723598877679068
CDC42SE1	5.4704012214407725e-5	0.42479082367091947	0.295	0.21	0.7502108235083875
IRF3	5.612664890375882e-5	0.4727198976048701	0.178	0.104	0.7697208630661485
DPM2	6.194382743138949e-5	0.38138226533921177	0.14	0.073	0.8494976493940755
COPE	6.274039542542854e-5	0.3326488964836023	0.508	0.43	0.860421782864327
SRSF3	6.291617751269606e-5	0.6285017286999994	0.542	0.467	0.8628324584091138
PITPNC1	6.515946718211021e-5	0.44050967603979063	0.136	0.072	0.8935969329354594
PARK7	6.524922690552501e-5	0.3573501024861978	0.545	0.484	0.8948278977823699
CDC42	6.696308124423567e-5	0.4505453854767989	0.428	0.368	0.9183316961834479
MT2A	6.845318503713552e-5	0.3948123081846191	0.405	0.307	0.9387669795992765
CIRBP	7.249666175093116e-5	0.5098437145288655	0.75	0.703	0.9942192192522699
ZFAND6	7.332273274040035e-5	0.6716693155023815	0.235	0.157	1
C11orf58	7.371156647423532e-5	0.36604076123754603	0.447	0.383	1
APOA1BP	7.375504764738623e-5	0.40191464196726256	0.17	0.098	1
EID1	7.475264812391229e-5	0.49657657545964784	0.508	0.423	1
MAPK1	7.746142021379988e-5	0.4166149744082584	0.159	0.09	1
SPN	8.123416629338251e-5	0.6804598098669224	0.212	0.138	1
TBCB	8.329415195956862e-5	0.3000664258280452	0.379	0.299	1
PSMA7	8.510686241893484e-5	0.5916431226120622	0.625	0.556	1
MOB2	8.755795797388873e-5	0.8825336672063211	0.148	0.081	1
CAST	8.8952530213947e-5	0.5701293735641071	0.231	0.157	1
RAB9A	9.15950365880254e-5	1.0253116739542492	0.14	0.075	1
PIM1	9.550508942783169e-5	0.39947051650231047	0.261	0.177	1
ZNF276	9.632419345096747e-5	0.3350417043043474	0.11	0.053	1
RNF166	9.796964073249486e-5	0.4757969767024861	0.239	0.16	1
LINC00152	9.79752792045852e-5	0.47087570862843897	0.159	0.09	1
TBCC	1.0056303691802253e-4	0.3067355776762505	0.235	0.151	1
HDAC1	1.0286272478500447e-4	0.33055872178145673	0.227	0.149	1
SEC61B	1.0919533576935805e-4	0.3608341396728092	0.39	0.311	1
HMGB1	1.095227231976075e-4	0.2648923521009654	0.674	0.629	1
PRDX5	1.1008395634134968e-4	0.3698894080045412	0.42	0.347	1
ELOVL1	1.3148729630898907e-4	0.3870728896040764	0.129	0.068	1
HSPA8	1.3803170734851607e-4	0.2854142392347736	0.712	0.671	1
ACTN4	1.4673652990011517e-4	0.4373588327510396	0.11	0.054	1
MRPL28	1.5922375842305171e-4	0.43027417889464936	0.167	0.097	1
COA3	1.6671599882937512e-4	0.3771291010338651	0.189	0.116	1
DUSP2	1.719205629775678e-4	0.3729503348380421	0.341	0.25	1
INPP5D	1.762676698936415e-4	0.34595646287045373	0.144	0.08	1
TXK	1.76862820773266e-4	0.39672626372904685	0.133	0.071	1
NPRL2	1.817642120685681e-4	0.9709244968103504	0.102	0.049	1
ADH5	1.862409655323567e-4	0.3750616768836744	0.223	0.148	1
ARID5A	1.8960036404739051e-4	0.3564114454002233	0.178	0.107	1
CDC37	1.9248831868230905e-4	0.27489314264475495	0.303	0.218	1
ZNF428	1.97173201180332e-4	0.3706908333166836	0.223	0.148	1
MRPL49	2.0099130676178462e-4	0.3536075725365271	0.121	0.063	1
BIN1	2.092703370180281e-4	0.33309661625832154	0.33	0.242	1
VAMP2	2.1552148651044398e-4	0.3294436914708665	0.511	0.45	1
FLOT1	2.1652432697710682e-4	0.3534613071824443	0.178	0.108	1
SNRNP70	2.168247683876473e-4	0.41752446972664514	0.205	0.133	1
RBM39	2.194763226525713e-4	0.25358861509278974	0.42	0.346	1
ZCCHC17	2.2070754395823542e-4	0.4120574592253375	0.129	0.069	1
ABI1	2.2210942427480852e-4	0.47964697156641756	0.193	0.123	1
SRI	2.306344248310827e-4	0.39573212680264835	0.333	0.26	1
PARP8	2.3967431165774358e-4	0.3611591963341908	0.11	0.056	1
RORA	2.4904727980485145e-4	0.711455357264295	0.178	0.11	1
LSM1	2.5061736563455515e-4	0.5608062744879468	0.22	0.148	1
UPP1	2.5262616326884266e-4	0.3947399040890063	0.212	0.14	1
TMX1	2.526654246428588e-4	0.39283435043267356	0.163	0.097	1
AATF	2.544454673741678e-4	0.270773952652976	0.17	0.104	1
USB1	2.580429803573312e-4	0.39053186269635165	0.121	0.065	1
NDUFS2	2.667203524579483e-4	0.7087096125103054	0.235	0.163	1
PSMB2	2.695303760388427e-4	0.3877317309093852	0.284	0.21	1
UBE2L3	2.7747389363116964e-4	0.43013539142289425	0.303	0.232	1
GPR108	2.89083003631957e-4	0.40182905580475997	0.14	0.08	1
TRPV2	2.942203958893745e-4	0.32356829835981443	0.11	0.056	1
PCNA	2.9699010160500275e-4	0.3376491261897809	0.106	0.053	1
IFNAR2	3.026345718572702e-4	0.38749840172496075	0.133	0.074	1
STX8	3.0714157240462384e-4	0.45658463172951524	0.193	0.125	1
ARHGEF1	3.166561661330459e-4	0.45791403599732217	0.303	0.232	1
PSMD4	3.16677756801595e-4	0.38334302718219804	0.345	0.279	1
NFATC3	3.1702253922559216e-4	0.6255799373539717	0.159	0.095	1
PSMD8	3.192197108247725e-4	0.353273977971166	0.367	0.293	1
UFD1L	3.293231099803365e-4	0.40898179029973203	0.212	0.142	1
INPP5K	3.3207811051134565e-4	0.30917737264812944	0.102	0.051	1
CDK2AP2	3.347465070497522e-4	0.5624768974354254	0.223	0.153	1
DERL1	3.430066396324772e-4	0.2901087277401003	0.167	0.101	1
ATP5J2	3.5276149460129844e-4	0.39078403095543246	0.383	0.318	1
RNF213	3.564783207967924e-4	0.3741641260602011	0.295	0.22	1
LCP2	3.626606735653108e-4	0.345951401378807	0.197	0.127	1
ORAI1	3.657590360625931e-4	0.4642399919450396	0.148	0.086	1
CDKN2D	3.6727602170295447e-4	0.3905798033907497	0.292	0.214	1
HEXA	3.684780438164354e-4	0.3420260248623266	0.155	0.091	1
ARHGAP30	3.697971972626958e-4	0.3750135844619693	0.227	0.156	1
SP100	3.752016567602426e-4	0.347243787555062	0.341	0.262	1
IFI16	3.8828339715319185e-4	0.44087403576101525	0.242	0.17	1
DNM2	4.0633995364393186e-4	0.3452099310765824	0.117	0.063	1
PAIP2	4.1690153378659133e-4	0.35957081261492285	0.375	0.311	1
VAMP7	4.2419742840091497e-4	0.3907688583021002	0.114	0.061	1
COPS6	4.3775771661402213e-4	0.3109557406291289	0.258	0.186	1
SRP54	4.478372241912546e-4	0.32718083355660327	0.114	0.059	1
NDUFB8.1	4.4802281690019854e-4	0.4184769998165394	0.447	0.396	1
GUK1	4.488455618206069e-4	0.5013558055898351	0.511	0.478	1
ATF6B	4.637729074956814e-4	0.3842951996832271	0.212	0.143	1
ICAM2	4.990256712007706e-4	0.3214609782674913	0.299	0.233	1
HNRNPK	5.08733578042733e-4	0.34008229591633876	0.538	0.493	1
PPIE	5.470447438817046e-4	0.2845831530562134	0.178	0.114	1
SLC25A11	5.538503446152729e-4	0.3256537893561392	0.186	0.12	1
TERF1	5.538844529768725e-4	0.38875109318975515	0.133	0.076	1
NUB1	5.693462395236494e-4	0.38809550438932017	0.152	0.091	1
SIRT2	5.73695236704609e-4	0.35493917340327547	0.11	0.058	1
PRR13	5.862999671248808e-4	0.27514434693022505	0.542	0.479	1
PSMA2.1	5.907125514890778e-4	0.30926205189632516	0.299	0.225	1
SIGIRR	6.009877614265906e-4	0.545796066623436	0.288	0.22	1
CTC-479C5.12	6.074272342664445e-4	0.3111872344832584	0.102	0.053	1
ALDH9A1	6.080869327552031e-4	0.38852587130014915	0.163	0.101	1
SERPINB1	6.095914642063928e-4	0.26269460044075266	0.428	0.358	1
CAPN2	6.291088324284714e-4	0.5689923768731431	0.284	0.215	1
IL10RA	6.352194791721644e-4	0.3740164668506145	0.277	0.205	1
ARL2BP	6.385675941151975e-4	0.3756613080110628	0.197	0.132	1
C19orf66	6.425907340447092e-4	0.5146444531685183	0.231	0.163	1
SRPK2	6.440162194936848e-4	0.37841340019614766	0.159	0.098	1
OSTF1	6.478383680368645e-4	0.5019377286078659	0.367	0.305	1
MAF1	6.533158870360945e-4	0.28221754443969527	0.292	0.221	1
FERMT3	6.627167262658805e-4	0.37110121580563526	0.246	0.177	1
MAP3K8	6.690827602840978e-4	0.27169706333865606	0.102	0.053	1
HVCN1	6.70193601754202e-4	0.2777185059338976	0.057	0.131	1
SRSF11	6.909787947533166e-4	0.3347827646464441	0.311	0.239	1
FGR	6.918392224972262e-4	0.5365467032469735	0.288	0.208	1
DDX6	7.720468432620465e-4	0.4386583847486525	0.186	0.121	1
CNPY2	7.76887310997967e-4	0.4018408699912519	0.239	0.171	1
KAT5	7.929361038021839e-4	0.35414859800036164	0.106	0.056	1
SMARCE1	8.014682479994809e-4	0.6760735228781962	0.186	0.123	1
PRPF40A	8.144716665292178e-4	0.44123450485371307	0.186	0.124	1
TUBA4A	8.25941303175475e-4	0.3293136685252325	0.314	0.244	1
HIST1H2BK	8.343602343359011e-4	0.320855040875907	0.129	0.073	1
PPP2R5A	8.570534798075981e-4	0.3018865430370547	0.102	0.053	1
TRAPPC1	8.593686688914315e-4	0.4409198957548299	0.492	0.446	1
SLU7	8.960205735604839e-4	0.3186291499968352	0.186	0.123	1
JMJD6	9.036856039950253e-4	0.33803989003770585	0.106	0.056	1
HNRNPU	9.061549697540975e-4	0.3921540161031669	0.307	0.243	1
PUF60	9.094299198339393e-4	0.37356974429923995	0.223	0.156	1
C19orf10	9.256756482535831e-4	0.4786336624657799	0.277	0.212	1
SERTAD1	9.422571445763123e-4	0.3428704903941569	0.14	0.084	1
RHOF	9.546034537447549e-4	0.4325753928853274	0.231	0.166	1
SLC20A1	9.81744872041798e-4	0.3720174555672511	0.102	0.054	1
MSN	9.842427451766372e-4	0.40263980522623855	0.345	0.279	1
AMZ2	0.0010116605698187672	0.4962327841534959	0.133	0.078	1
NFU1	0.0010148181914901478	0.3107809227647954	0.129	0.075	1
TSR2	0.0010304030395620948	0.32119866704674926	0.159	0.099	1
ETS1	0.0010322065624902743	0.3199427486036738	0.155	0.095	1
RPS19BP1	0.0010414029932584855	0.764458492321128	0.303	0.239	1
SRSF9	0.0010996438231009513	0.33659557891977276	0.36	0.301	1
MIF4GD	0.0011187345996189638	0.4125969292272902	0.163	0.104	1
TMCO1	0.0011740548884634325	0.6865291414013363	0.231	0.169	1
SEPT6	0.0012192321903982657	0.5491999868656399	0.269	0.201	1
PCSK7	0.001238127966897833	0.30760895890028017	0.201	0.138	1
KMT2E	0.0013206032755991453	0.3366416987695007	0.303	0.236	1
HNRNPM	0.0013648121275900082	0.32757885800364006	0.371	0.306	1
SUB1	0.0013990135499860289	0.4853362325291495	0.352	0.296	1
WDR45	0.0014060274647306188	0.7852951226286111	0.129	0.077	1
RAB5C	0.0014666278541406786	0.3315979266902478	0.337	0.276	1
MOAP1	0.001541349529037854	0.31459130654812273	0.136	0.082	1
JAGN1	0.0015499814212677012	0.6401754890503444	0.186	0.125	1
KLHDC3	0.0015884608175238631	0.3317267630423842	0.129	0.076	1
MYH9	0.0015925009105318636	0.3562433188520825	0.246	0.183	1
ACP1	0.0015966924041720307	0.3582324078962962	0.295	0.23	1
DPM1	0.001623374465743851	0.6082716912488885	0.155	0.097	1
CCZ1	0.001652331133837596	0.43770551082043574	0.178	0.121	1
DCTN3	0.0016534530414168839	0.27527159018549496	0.288	0.227	1
NUDT5	0.0016870782833930543	0.29401733347743153	0.17	0.112	1
PXN	0.0016893904255892288	0.3191265042682309	0.117	0.067	1
TNFRSF1A	0.0017939485389109754	0.2612870908645386	0.14	0.088	1
NCOR1	0.001821988292829716	0.275518741148727	0.333	0.269	1
SSR2	0.001868412407478597	0.3940646728112318	0.633	0.616	1
SAR1A	0.0018737571342373048	0.3680910898468934	0.114	0.065	1
PDAP1	0.001958027637048191	0.34994810520398245	0.239	0.179	1
MESDC2	0.0019990141779134517	0.616153564629253	0.167	0.111	1
CCDC124	0.0019995129412447377	0.33042396771648075	0.159	0.105	1
GOLGA7	0.0020510751754495467	0.31472419044401234	0.208	0.151	1
PRPSAP1	0.0021117837488348053	0.3404556415034737	0.114	0.066	1
LPXN	0.002170568191583891	0.3644984894983247	0.129	0.079	1
MGMT	0.002191578309489572	0.32243958723946886	0.205	0.147	1
SRP9	0.0022172043068145195	0.2540418352098679	0.379	0.326	1
PSMA6	0.002218793080010754	0.3705904793090828	0.136	0.085	1
TRAPPC4	0.0022997694053780385	0.371542015573473	0.174	0.118	1
SAP30BP	0.002313797490688038	0.36250788669624034	0.152	0.098	1
SRPR	0.0023156377963382884	0.3125721789791197	0.129	0.078	1
APOBEC3C	0.0023163563467748912	0.28408058578889755	0.125	0.075	1
PSENEN	0.0023695435331458643	0.3538217384474345	0.193	0.135	1
COX6A1	0.00263828478963791	0.3376932703859916	0.511	0.477	1
HNRNPF	0.0026602162844882823	0.4756699643463749	0.428	0.376	1
ZNF655	0.002701079289104046	0.35712967448493177	0.125	0.078	1
C7orf73	0.0027489039543233426	0.3856727110024406	0.231	0.176	1
ATP5B	0.0028887816245997617	0.28863335720535055	0.451	0.402	1
PRPF19	0.002906818928627127	0.2526752899514668	0.106	0.061	1
CKLF	0.002923094922521368	0.2515184424169359	0.273	0.21	1
THAP11	0.002935803229918853	0.3443406735941664	0.117	0.07	1
ALG5	0.002983833450734213	0.2942061586430628	0.11	0.064	1
FKBP2	0.0030379143536914963	0.2988682198241802	0.189	0.132	1
CCDC12	0.003040960649553654	0.38429385176645914	0.295	0.243	1
GYPC	0.0030760476284952903	0.30859303431805185	0.352	0.286	1
CDC123	0.003098289442650917	0.43493565473121076	0.182	0.128	1
HSD17B10	0.0031232121582026565	0.3254275823806957	0.25	0.191	1
KDELR2	0.0031647464867551327	0.34272000584994533	0.231	0.173	1
SSNA1	0.0031711132386468815	0.3499901756132291	0.277	0.219	1
OSTC	0.003201553125803532	0.29526443838569894	0.239	0.182	1
IQGAP2	0.003214916439012013	0.3479866847727206	0.125	0.078	1
ACAT2	0.0032691129292963883	0.3211481020678706	0.102	0.059	1
ECSIT	0.0032855842157556094	0.6515617946745316	0.106	0.062	1
SRP14	0.003343968294065902	0.2535603051473543	0.777	0.783	1
ADIPOR1	0.003346247175404881	0.3877054911011981	0.182	0.126	1
EMC3	0.0033642689466145104	0.35478746589097065	0.174	0.12	1
STUB1	0.003379196513644256	0.29147673161579046	0.284	0.229	1
PREX1	0.0034233211305709768	0.31920962335477965	0.102	0.059	1
VPS26A	0.0034310840819065775	0.31347033925194817	0.102	0.058	1
MAGED2	0.003464925407226938	0.3593698590166685	0.155	0.103	1
TECR	0.003534621592731527	0.4743410433688007	0.258	0.205	1
COA5	0.003552517252000759	0.27749101458950465	0.106	0.061	1
RAB7A	0.003622039195817057	0.2982157589394232	0.356	0.308	1
SDHC	0.0036590849608088213	0.33033470370644913	0.265	0.21	1
RASSF7	0.003748439367511722	0.32279320368937275	0.129	0.08	1
KLF2	0.0037684539853967834	0.32042064617230315	0.655	0.607	1
RAB2A	0.0038574835490618503	0.28371529363618264	0.22	0.164	1
UBE2J2	0.0039173971768043875	0.2945584348763127	0.159	0.105	1
CDC42EP3	0.00397268785948388	0.7764379090450925	0.17	0.119	1
BUD31	0.0040936410991085125	0.3962018963483571	0.299	0.252	1
GRHPR	0.004146602242576544	0.3090612418037625	0.178	0.125	1
TGFB1	0.00424804711841838	0.28681015535002463	0.25	0.195	1
CIB1	0.004256438867877114	0.2990197132578434	0.443	0.408	1
CYCS	0.004307352614539736	0.3100033821750021	0.364	0.313	1
PSMB7	0.004309892402377057	0.29464170655836597	0.36	0.31	1
H2AFV	0.004527396742209159	0.33577762571420977	0.307	0.249	1
C6orf1	0.004594917992197993	0.26793015231125095	0.125	0.078	1
SCNM1	0.004625707574103809	0.39155663121372875	0.167	0.118	1
PTRHD1	0.0047072063798258325	0.5286820168086541	0.178	0.125	1
C11orf48	0.004748236733977881	0.3741011671704084	0.186	0.132	1
DNAJB6	0.004993191700424263	0.2932867383101371	0.235	0.179	1
PGAM1	0.005004574641848373	0.35634752892416555	0.284	0.232	1
DECR1	0.005040230329755562	0.2856632398046143	0.235	0.181	1
PDIA4	0.005064077048815486	0.31586921311906396	0.117	0.072	1
MAPRE2	0.005192575197646252	0.28097934262269947	0.117	0.073	1
NDUFS8	0.005329984595340529	0.5611332777187372	0.292	0.234	1
UBE2E3	0.0053723434131442245	0.319201794815521	0.17	0.118	1
TPM3	0.005405292497215872	0.2762762791638904	0.496	0.473	1
GLO1	0.005521566612311082	0.3992576489260097	0.182	0.129	1
PMAIP1	0.005628973147262487	0.3407409816918119	0.182	0.128	1
CRELD2	0.005677764729728228	1.0632776860984972	0.129	0.083	1
SNX17	0.005685554358175854	0.2965470707880966	0.265	0.213	1
MAP1LC3B	0.0057669464830080895	0.3134474073084301	0.299	0.246	1
POLR2F	0.005777850981102796	0.4055669158446753	0.223	0.171	1
RHOG	0.0057901877224998686	0.28629922713306444	0.455	0.384	1
PHPT1	0.005804636600051751	0.7145968708754499	0.212	0.159	1
ATP6V1H	0.0059210861261174445	0.2769396545339036	0.114	0.07	1
MTCH2	0.006100544925801232	0.3235456212163509	0.121	0.078	1
DEK	0.006227999194212139	0.31734900930196885	0.28	0.225	1
PPHLN1	0.006306993176510518	0.3984354500944802	0.231	0.179	1
RTN4	0.006426389895491488	0.32569872520020415	0.288	0.238	1
DERL2	0.0065353535941337524	0.3630628745735891	0.14	0.094	1
CPSF6	0.006725434499193465	0.26496807460668986	0.121	0.077	1
DRG1	0.006728042507091237	0.32603461091050723	0.121	0.077	1
CYTH1	0.006810869877976415	0.304079736091425	0.208	0.158	1
LRPAP1	0.006816880122836666	0.3124086160788887	0.227	0.175	1
MEAF6	0.0068357583208913655	0.2859209508099969	0.318	0.272	1
POMP	0.0070057407086714305	0.37287657651403383	0.201	0.152	1
ERH	0.007032872553980517	0.2809190394661749	0.383	0.337	1
CYTH4	0.007123975756756702	0.3798468933363597	0.174	0.127	1
ATP6AP2	0.007170078498036699	0.35846845862056087	0.295	0.248	1
GTF3C6	0.007269954599786393	0.42570905852041907	0.193	0.144	1
BPTF	0.007314657554697125	0.3141964160247485	0.102	0.062	1
ZNF207	0.007519847790491548	0.29190731353823474	0.231	0.178	1
SAP18	0.00772471179054212	0.3903799493273714	0.515	0.475	1
MRPL10	0.007788163514330452	0.28143372015450185	0.117	0.074	1
CTDSP1	0.007910605292118133	0.3499006887984327	0.159	0.112	1
PLGRKT	0.007995968069923073	0.27449888857498606	0.117	0.075	1
CDC25B	0.008052840401356967	0.32711517199230944	0.129	0.084	1
SAFB	0.008322625948045236	0.2896630344728817	0.121	0.078	1
VKORC1	0.008379796875020572	0.2717366469228235	0.17	0.123	1
B3GAT3	0.008801316072564444	0.3755025114680522	0.125	0.08	1
RSRC2	0.008832381062818513	0.37947430686913164	0.186	0.135	1
MEI1	0.0089863213538011	0.30845701189886915	0.117	0.075	1
HECTD1	0.00900964325806143	0.28700152963966125	0.102	0.063	1
CHMP2A	0.00933337178799155	0.401103867478142	0.307	0.259	1
EAPP	0.00952353338996563	0.3089203300153346	0.212	0.163	1
RECQL	0.00985006219792912	0.3007027030594232	0.102	0.063	1
CYFIP2	0.009975566680174726	0.32572460787959157	0.14	0.096	1
SELK	0.010072610664118114	0.2663637901509346	0.337	0.288	1
PIGT	0.010124953318607443	0.2668887894541735	0.121	0.079	1
RNF5	0.010200048440384238	0.33470343884983267	0.189	0.143	1
VCP	0.010266409769755205	0.3255822430725013	0.174	0.126	1
CD2	0.010399496244238356	0.34736653965798236	0.356	0.314	1
CELF2	0.010437744923657854	0.3292904220398498	0.28	0.234	1
RNPEPL1	0.010951865785772836	0.26985172463997964	0.17	0.122	1
GZMK	0.01101300172610457	0.47066602488397047	0.159	0.108	1
COPS8	0.01102117005144183	0.47239891867349415	0.125	0.083	1
SF3B14	0.011084242739105517	0.3759614733585771	0.242	0.198	1
GGA1	0.011135252132551164	0.28045824307175227	0.167	0.12	1
AC010642.1	0.011161227857822496	0.32006886113368127	0.117	0.077	1
GTF2A2	0.011357372473694803	0.28130307249782094	0.216	0.169	1
SNRPB2	0.011875538147317255	0.2529646835827962	0.174	0.126	1
SF3B5	0.011926955242166443	0.48320480431634394	0.432	0.389	1
RAB8A	0.012106986128060306	0.29938673776926206	0.258	0.214	1
VIMP	0.012233170191104812	0.26466369130949596	0.197	0.148	1
BCL7B	0.012324161891216665	0.3442072820866682	0.178	0.131	1
C7orf55-LUC7L2	0.012622816297225592	0.25375194573969617	0.14	0.096	1
TMEM179B	0.012651015103062995	0.40857470490428216	0.201	0.157	1
TUBB	0.012825088921613069	0.5533397832849678	0.348	0.314	1
P2RY8	0.013080697158123687	0.27809151936944554	0.129	0.086	1
UBE2A	0.01316946214148393	0.31961220178323424	0.163	0.119	1
NASP	0.01328542464711978	0.25786338894197947	0.144	0.099	1
ECH1	0.013430147432845305	0.30402209015824133	0.311	0.265	1
RPS27L	0.013533070516996972	0.2524683258416853	0.265	0.218	1
POP4	0.013565676508511511	0.3069744791425496	0.136	0.094	1
CSNK1D	0.013606283285500655	0.32713334963783075	0.117	0.078	1
MAPRE1	0.013971058416639242	0.3115714847769925	0.201	0.153	1
PSMC3	0.014464423516958794	0.3332466424703271	0.216	0.171	1
EMC4	0.01455863026827656	0.2921316571309289	0.25	0.206	1
GSDMD	0.014623378885050107	0.3036654583641132	0.208	0.164	1
MOB4	0.014630309340054654	0.3202394935950911	0.121	0.082	1
YY1	0.014686806802017885	0.26276480394044466	0.167	0.12	1
EIF4H	0.014953520799732542	0.2850483482845887	0.269	0.227	1
PPP1R12A	0.015246001555373447	0.2901356764878875	0.197	0.149	1
FBXW5	0.01528812088153733	0.3154101403531371	0.174	0.131	1
TCF25	0.015452377486936371	0.2994322177092046	0.292	0.251	1
NUDC	0.015495939830800593	0.34109394152153505	0.258	0.213	1
SON	0.0158612007730449	0.25265293171417724	0.356	0.31	1
MED11	0.016398656664772047	0.26761291267615755	0.117	0.078	1
COPZ1	0.016712829780051636	0.3025361493666239	0.235	0.19	1
LYRM4	0.01673563919993964	0.4795486696010649	0.08	0.134	1
BANF1	0.016902239628730092	0.3261322471384107	0.28	0.241	1
TMEM248	0.016930561975843406	0.414679446009639	0.155	0.113	1
ITGB1BP1	0.017379055194077165	0.3194134191331912	0.205	0.16	1
