gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
CPVL	1.5236490946541419e-12	0.31144696063280397	0.214	0.093	2.0895323684086903e-8
COX8A	1.6420547616765247e-12	0.3920489203352877	0.542	0.352	2.251913900163186e-8
ATP5J2	1.938829504935353e-12	0.3678248807883213	0.473	0.291	2.6589107830683433e-8
ARHGEF40	2.1112320057204992e-12	0.327658954469526	0.122	0.041	2.8953435726450926e-8
TBCB	2.6539768653253204e-12	0.36637230768963036	0.448	0.275	3.6396638731071445e-8
NANS	3.0044741096189747e-12	0.46942503487000453	0.212	0.094	4.120335793931462e-8
ARHGDIB	3.0314298211132233e-12	0.3654839377278396	0.957	0.905	4.157302856674675e-8
PCGF5	3.2668378071221896e-12	0.2872416982899122	0.22	0.098	4.480141368687371e-8
TNFRSF1A	3.514173846044201e-12	0.5706550548609388	0.177	0.074	4.819338012465017e-8
UBE2L6	3.5844800373648466e-12	0.27322863652613405	0.497	0.312	4.9157559232421504e-8
WSB1	3.698571048205757e-12	0.4277798536200803	0.293	0.156	5.072220335509375e-8
CAPNS1	4.104768220851094e-12	0.3689687328327428	0.23	0.107	5.629279138075191e-8
UBC	4.119281786393473e-12	0.3181148704966623	0.923	0.837	5.649183041860008e-8
SERPINB1	4.4509222481422984e-12	0.27189636167057474	0.519	0.33	6.103994771102348e-8
EIF4A1	4.744301847658087e-12	0.42838254797869224	0.804	0.658	6.5063355538783e-8
IMPDH1	4.754148395831218e-12	0.32477726172056487	0.167	0.067	6.519839110042932e-8
IFIT3	4.9243411003665075e-12	0.28715821019131604	0.2	0.088	6.753241385042628e-8
RTN4	6.2049705597407725e-12	0.5485639446033677	0.367	0.214	8.509496625628495e-8
TNFSF10	8.630420195233065e-12	0.5472470245526635	0.336	0.189	1.1835758255742625e-7
COX5B	9.338625029914644e-12	0.5019940202853892	0.633	0.474	1.2806990366024942e-7
GSTP1	9.353097671065457e-12	0.2578508351834792	0.627	0.422	1.2826838146099167e-7
NCF2	1.013500381300037e-11	0.28518108042813983	0.289	0.15	1.3899144229148706e-7
MIR142	1.1174967851726263e-11	0.38078511726986	0.277	0.143	1.5325350911857397e-7
NAGK	1.1761057435787087e-11	0.350761145756186	0.22	0.102	1.6129114167438412e-7
HCLS1	1.1979953660168196e-11	0.3551737379308011	0.54	0.352	1.6429308449554663e-7
NFKBIZ	1.2014126823442313e-11	0.3536517812614701	0.24	0.116	1.6476173525668788e-7
GCH1	1.590820936642937e-11	0.31599310322088636	0.147	0.057	2.1816518325121237e-7
SELK	1.6086775960150868e-11	0.36481319369388765	0.434	0.261	2.20614045517509e-7
SMCO4	1.755373443987824e-11	0.25731305731668264	0.193	0.085	2.4073191410849017e-7
ACAA2	1.9153299866056894e-11	0.37807795225286794	0.165	0.069	2.6266835436310425e-7
CMTM6	1.9982558671952602e-11	0.4508443605027719	0.279	0.147	2.7404080962715797e-7
PRAM1	2.200296428273137e-11	0.26729499266109885	0.141	0.053	3.01748652173378e-7
MIDN	2.2306101037991753e-11	0.4148426723060734	0.193	0.088	3.059058696350189e-7
IDH2	2.3279750457461976e-11	0.5381641928667956	0.293	0.159	3.1925849777363353e-7
CCL3	2.341771313526392e-11	0.7385934727423153	0.234	0.119	3.211505179370094e-7
KDELR2	2.446726950426254e-11	0.32616190027075953	0.287	0.154	3.355441339814565e-7
PSMC4	2.476198713094731e-11	0.628978086408927	0.277	0.144	3.395858915138114e-7
LYL1	2.6764587640421168e-11	0.28780074248346177	0.21	0.095	3.670495549007359e-7
PTPN18	2.6906995445512135e-11	0.3832418726573177	0.24	0.12	3.690025355397534e-7
CDK2AP2	2.829021183620545e-11	0.4237247601615861	0.265	0.136	3.8797196512172153e-7
CHCHD2	2.8616226247095987e-11	0.29766450613521256	0.827	0.688	3.924429267526744e-7
CISD3	2.9770901296252094e-11	0.40932481625012007	0.222	0.107	4.082781403768012e-7
DBI	2.97976445095697e-11	0.40865943683126815	0.491	0.325	4.086448968042389e-7
RUNX3	3.0217339362758955e-11	0.3496067680437852	0.163	0.068	4.1440059202087633e-7
SNAP29	3.262336915045741e-11	0.2910084957511183	0.163	0.067	4.4739688452937296e-7
CNIH4	3.302891696678458e-11	0.5983913872901285	0.157	0.063	4.5295856728248373e-7
C19orf10	3.645147905842914e-11	0.39987589202568974	0.336	0.191	4.998955838072972e-7
IFITM1	4.0867910390596196e-11	0.49617884277444535	0.621	0.444	5.604625230966363e-7
SYTL1	4.1070277087717824e-11	0.4343089813814943	0.273	0.145	5.632377799809622e-7
GLIPR2	4.1244132613658114e-11	0.40351021689336997	0.342	0.197	5.656220346637074e-7
SCIMP	4.153231398723625e-11	0.31995374423464323	0.157	0.064	5.695741540209579e-7
ZFAND6	4.209110629265654e-11	0.3487657789963331	0.269	0.141	5.772374316974918e-7
ZEB2	4.425353804821798e-11	0.3280940523665915	0.155	0.064	6.068930207932614e-7
C20orf27	4.7150636372779437e-11	0.27569829884189456	0.222	0.108	6.466238272162972e-7
MMP24-AS1	4.972292891217006e-11	0.33773620677494576	0.214	0.101	6.819002471015002e-7
ARPC4	5.02987684002535e-11	0.3596368911886003	0.45	0.286	6.897973098410765e-7
ARPC5L	5.133996092472119e-11	0.7448197678062782	0.285	0.163	7.040762241216264e-7
IRF7	6.02502155019121e-11	0.34324047987175077	0.271	0.14	8.262714553932226e-7
GRINA	6.924305034915548e-11	0.2917997112814758	0.185	0.083	9.495991924883183e-7
SNX5	7.19121720242081e-11	0.43055154825077246	0.193	0.087	9.8620352713999e-7
TGFB1	7.268899053989876e-11	0.29212636271639414	0.314	0.174	9.968568162641716e-7
RAB7A	8.058996913072473e-11	0.32034341702488955	0.444	0.283	1.105210836658759e-6
KLF4	8.592365091240155e-11	0.282876843761696	0.212	0.1	1.178356948612675e-6
ADCY7	8.928260110056916e-11	0.27634129040744504	0.106	0.035	1.2244215914932054e-6
MIEN1	9.791127813734291e-11	0.40144176751637617	0.287	0.157	1.3427552683755207e-6
RPS6KA1	9.859639198982617e-11	0.34752043354683537	0.163	0.07	1.352150919748476e-6
RAB5C	9.865638981602969e-11	0.38842462835301306	0.411	0.252	1.3529737299370311e-6
TADA3	1.0185644029055249e-10	0.3550101863386882	0.212	0.102	1.3968592221446368e-6
GNAI2	1.0797971049617034e-10	0.3167513200019092	0.35	0.203	1.4808337497444801e-6
GNB2	1.115068704907742e-10	0.29642098914195913	0.395	0.238	1.5292052219104773e-6
EMC3	1.1370439531789053e-10	0.38118984497968256	0.214	0.105	1.5593420773895508e-6
MYL12B	1.1411114066193042e-10	0.32740093230736234	0.835	0.671	1.5649201830377138e-6
BUD31	1.200180646320856e-10	0.33621967507705164	0.383	0.228	1.645927738364422e-6
SMS	1.3241391954428206e-10	0.27332854135339746	0.273	0.144	1.8159244926302842e-6
HCST	1.388820326174509e-10	0.5406067829958645	0.67	0.51	1.9046281953157218e-6
FCN1	1.47043210406472e-10	0.4179651897997996	0.415	0.269	2.016550587514357e-6
H2AFZ	1.5583380453322254e-10	0.2792678095389687	0.55	0.384	2.137104795368614e-6
CD97	1.620483449808849e-10	0.42151833138578176	0.342	0.199	2.2223310030678556e-6
POMP	2.007588285378281e-10	0.34406201097294775	0.257	0.134	2.7532065745677747e-6
ATP5B	2.058760222654854e-10	0.3598967787585776	0.542	0.376	2.823383769348867e-6
HLA-E	2.1068065993392565e-10	0.35914386328627934	0.941	0.875	2.8892745703338562e-6
CDKN2D	2.1201377685991782e-10	0.2619699969807341	0.338	0.195	2.907556935856913e-6
LGALS3	2.15655766381579e-10	0.36215673320767694	0.367	0.219	2.9575031801569744e-6
CAPZA2	2.6997654863232734e-10	0.6226144364747732	0.324	0.184	3.702458387943737e-6
RASSF5	2.808917261263002e-10	0.41285967166613236	0.285	0.16	3.852149132096081e-6
PKN1	3.108818151001113e-10	0.3553579695216941	0.208	0.102	4.263433212282926e-6
AGPAT2	3.1174838057541253e-10	0.2822561815779383	0.147	0.06	4.275317291211207e-6
SF3B4	3.2265579386054044e-10	0.35029820227931674	0.159	0.068	4.424901557003452e-6
POU2F2	3.5162750754491024e-10	0.3812161958741298	0.263	0.136	4.822219638470899e-6
C7orf73	3.6199495505984714e-10	0.34717538058439534	0.285	0.158	4.964398813690744e-6
CYB561D2	4.2577828913256576e-10	0.31254993285652555	0.196	0.093	5.839123457164007e-6
SERTAD3	4.691159016148966e-10	0.27431272156828346	0.114	0.041	6.433455474746692e-6
RARRES3	4.731637430063346e-10	0.5047632834976152	0.591	0.445	6.488967571588874e-6
DBNL	4.784274828853703e-10	0.3227765422252975	0.36	0.215	6.561154500289968e-6
ARL6IP4	4.848485602454904e-10	0.2919260733593383	0.648	0.468	6.649213155206655e-6
BRK1	4.85538476332373e-10	0.35055581989513307	0.676	0.525	6.658674664422164e-6
PPP1R18	5.228960512017066e-10	0.5000126475547928	0.399	0.259	7.170996446180204e-6
FMNL1	5.265264979847404e-10	0.2857152259594713	0.338	0.196	7.220784393362729e-6
FAM46A	6.171111596687133e-10	0.2837413255952298	0.13	0.052	8.463062443696733e-6
COX6A1	6.342213363533661e-10	0.32949771452306353	0.619	0.449	8.697711406750063e-6
RNPEP	6.731436867819777e-10	0.32795228764174056	0.169	0.075	9.231492520528042e-6
DYNLL1	6.900430954630707e-10	0.6689293790869164	0.466	0.311	9.463251011180551e-6
CASP4	7.196250305816647e-10	0.25331150748603815	0.446	0.287	9.86893766939695e-6
DSTN	7.85202830540822e-10	0.36996371003775974	0.299	0.176	1.0768271618036833e-5
G6PD	8.123653187073767e-10	0.27834550631502686	0.155	0.067	1.1140777980752965e-5
CTSZ	8.70793403775379e-10	0.34887976145095734	0.198	0.093	1.1942060739375547e-5
COX5A	1.0581377970685068e-9	0.3319980767649586	0.485	0.326	1.4511301748997502e-5
GBP2	1.1857609534066085e-9	0.3183800383877655	0.301	0.172	1.626152571501823e-5
CALR	1.346572443754658e-9	0.39832162975989793	0.399	0.253	1.846689449365138e-5
LCP1	1.4701744634195249e-9	0.44720730105567696	0.513	0.358	2.0161972591335365e-5
SLC25A3	1.5705729024722104e-9	0.29209050755572097	0.658	0.496	2.1538836784503894e-5
TAPBPL	1.5865104703597106e-9	0.3193987563515719	0.124	0.05	2.1757404590513072e-5
PHPT1	1.7151739038951848e-9	0.27130761156546945	0.261	0.142	2.3521894918018563e-5
ACTG1	1.7191488130502063e-9	0.39118459204694656	0.929	0.849	2.3576406822170528e-5
EPSTI1	1.803212688322994e-9	0.411861453238181	0.285	0.159	2.472925880766154e-5
HLA-A	2.142814751968707e-9	0.3936382193283148	0.982	0.962	2.938656150849885e-5
PSMB3	2.3479000022939788e-9	0.3541209343738143	0.517	0.352	3.219910063145963e-5
UBB	2.4832640577776497e-9	0.4930661632262705	0.88	0.76	3.405548328836269e-5
DPEP2	2.5936900598230175e-9	0.27359513616131215	0.157	0.07	3.556986548041286e-5
C1orf122	2.677184505417459e-9	0.32918526793311886	0.145	0.064	3.6714908307295034e-5
INPP5D	2.6862821522791893e-9	0.3223490458332691	0.155	0.07	3.68396734363568e-5
ACTR3	2.716763544378966e-9	0.28916465624178644	0.548	0.385	3.725769524761314e-5
USB1	2.7418994502588737e-9	0.26731839512549727	0.134	0.056	3.760240906085019e-5
TPM3	3.2770235905808305e-9	0.4220067206672453	0.599	0.447	4.494110152122551e-5
CHST12	3.319949364202907e-9	0.5631211187674809	0.191	0.1	4.552978558067867e-5
LMAN2	3.3279955403154222e-9	0.2763193400065742	0.375	0.235	4.56401308398857e-5
UCP2	3.54636064596503e-9	0.3953024626900272	0.695	0.531	4.863478989876442e-5
CD2BP2	3.609396287976115e-9	0.32711226831223517	0.181	0.088	4.949926069330444e-5
RNH1	3.842893507419102e-9	0.372057360572851	0.43	0.28	5.2701441560745564e-5
MARCKSL1	3.913646561293985e-9	0.31423798291369387	0.281	0.162	5.367174894158571e-5
GNAI3	4.0383031109430066e-9	0.2602069075060094	0.234	0.123	5.538128886347239e-5
RNF213	4.55293575421883e-9	0.653990443944708	0.336	0.203	6.243896093335703e-5
SFT2D1	4.64918331597758e-9	0.3216308874509477	0.236	0.128	6.375889999531652e-5
CORO1A	4.699019267848214e-9	0.29935723749972354	0.886	0.788	6.444235023927041e-5
RALY	5.017507835098759e-9	0.28262932507036664	0.336	0.203	6.881010245054439e-5
RAB37	5.030908948502845e-9	0.3128568360984074	0.12	0.049	6.899388531976801e-5
SASH3	5.345477633177723e-9	0.30153677931298284	0.204	0.105	7.330788026139929e-5
CMC1	5.424208314415629e-9	0.33363023308410716	0.163	0.077	7.438759282389593e-5
YIF1A	5.679061250872629e-9	0.3097766110649605	0.171	0.082	7.788264599446723e-5
PDIA6	5.7521690397440044e-9	0.29954192145907155	0.35	0.215	7.888524621104927e-5
LRPAP1	5.818422893595046e-9	0.28664512648200313	0.277	0.158	7.979385156276246e-5
CFLAR	6.065775834419778e-9	0.31687265293587585	0.297	0.175	8.318604979323284e-5
SOD2	6.29645167816533e-9	0.37085794780162096	0.301	0.18	8.634953831435934e-5
CBR1	6.508250972039787e-9	0.2789509149380157	0.202	0.101	8.925415383055364e-5
RTN3	6.554540022039636e-9	0.26362010381847967	0.21	0.108	8.988896186225157e-5
OSCAR	7.019471358957172e-9	0.38194823458150506	0.11	0.042	9.626503021673866e-5
CDC42	7.070161917825668e-9	0.32486358265054327	0.497	0.346	9.696020054106121e-5
CSNK2B	9.200894666722824e-9	0.507369327369986	0.47	0.313	1.261810694594368e-4
PSMC3	9.366816024029151e-9	0.2971274367671417	0.273	0.153	1.2845651495353578e-4
LAMTOR5	9.707282376449435e-9	0.31159859491615105	0.393	0.254	1.3312567051062754e-4
POLD4	1.0485207084846381e-8	0.28840909868801723	0.473	0.32	1.4379412996158328e-4
CHMP4B	1.050016493034059e-8	0.3138825504901368	0.271	0.155	1.4399926185469086e-4
RNF181	1.0583248903155202e-8	0.4350483687817942	0.324	0.194	1.4513867545787044e-4
EIF4EBP1	1.0731099270192201e-8	0.3178728059951802	0.206	0.105	1.4716629539141584e-4
DOCK2	1.1149120719443597e-8	0.2607294688375203	0.159	0.074	1.5289904154644948e-4
TMED1	1.3184896306292461e-8	0.28005615715509413	0.102	0.039	1.808176679444948e-4
SAMD3	1.323916547160238e-8	0.7915723518416591	0.187	0.101	1.8156191527755503e-4
G0S2	1.38532251239969e-8	0.34200989911063473	0.128	0.055	1.899831293504935e-4
TSPAN14	1.4999777655537125e-8	0.2913087554734196	0.187	0.094	2.0570695076803613e-4
MAPK1	1.5236680104250238e-8	0.2710036649263402	0.167	0.081	2.0895583094968775e-4
PSMA2.1	1.562979907244463e-8	0.29018978631558134	0.34	0.208	2.1434706447950568e-4
IFNAR2	1.633814075286423e-8	0.30678144797033863	0.143	0.066	2.2406126228478006e-4
CCDC88C	1.6656596264411534e-8	0.2757154695358941	0.149	0.069	2.2842856117013976e-4
ENY2	1.9575408420983133e-8	0.44758851405509326	0.295	0.174	2.684571510853627e-4
C5orf56	1.9626951527372277e-8	0.3685294235474321	0.2	0.108	2.691640132463834e-4
ATG3	2.0651813200978606e-8	0.2583208259909282	0.316	0.189	2.8321896623822063e-4
SCO2	2.3449786082945936e-8	0.2828794173712327	0.216	0.115	3.2159036634152056e-4
PSMB6	2.379471291124827e-8	0.43692144035824043	0.395	0.251	3.2632069286485875e-4
MAD2L2	2.4405293496740483e-8	0.3369665759292803	0.145	0.068	3.34694195014299e-4
SPPL2A	2.4712294835422542e-8	0.5317013859828342	0.108	0.044	3.3890441137298473e-4
PPP2R3C	2.5300040162913057e-8	0.5549369150336819	0.138	0.062	3.469647507941897e-4
NCKAP1L	2.7489139003469242e-8	0.2555650272649711	0.181	0.09	3.769860522935772e-4
HLA-DRB5	2.833979185508013e-8	0.2907408351374623	0.477	0.323	3.886519055005689e-4
LAPTM4A	2.8366655900174263e-8	0.48873546006730895	0.324	0.202	3.8902031901498984e-4
M6PR	2.9430791040595788e-8	0.4088357893775103	0.322	0.199	4.0361386833073066e-4
CCDC124	2.98297191187049e-8	0.6633465212677787	0.183	0.094	4.09084767993919e-4
HSH2D	3.01115313434768e-8	0.32034318442342863	0.147	0.068	4.1294954084444087e-4
REEP5	3.039259298529232e-8	0.5223226365836473	0.371	0.238	4.1680402020029885e-4
COPZ1	3.1720920816641767e-8	0.2796145521172826	0.291	0.172	4.3502070807942516e-4
CLTB	3.311114936159023e-8	0.33254915019427156	0.285	0.17	4.540863023448484e-4
TMEM50A	3.3442501759076e-8	0.3713389611869333	0.371	0.243	4.5863046912396826e-4
ANXA1	3.412158049596618e-8	0.36132141641112225	0.725	0.563	4.6794335492168017e-4
LAMTOR4	3.789852573622072e-8	0.2882828146524137	0.627	0.496	5.197403819465309e-4
EIF6	3.807879078653788e-8	0.302118915987714	0.326	0.203	5.222125368465805e-4
PSMD4	4.0920450797972464e-8	0.4175783444084906	0.401	0.259	5.611830622433944e-4
UBE2R2	4.152867399624896e-8	0.2795918594377277	0.13	0.057	5.695242351845582e-4
COX6B1	4.463608913210203e-8	0.28483139931212076	0.686	0.551	6.121393263576472e-4
GLIPR1	4.848718925172822e-8	0.291335848163345	0.308	0.185	6.649533133982008e-4
PSMA6	5.605522649972377e-8	0.28948936757078003	0.155	0.075	7.687413762172118e-4
RASAL3	6.050711251173053e-8	0.40008329445531277	0.187	0.1	8.297945409858725e-4
SCP2	6.362391006938728e-8	0.5975575320395043	0.377	0.252	8.725383026915772e-4
GHITM	6.51166662278206e-8	0.3119407129368188	0.489	0.347	8.930099606483317e-4
PARK7	6.723436274668456e-8	0.36283124236208053	0.605	0.463	9.220520507080321e-4
SHKBP1	7.047403972783885e-8	0.2912351079550405	0.253	0.146	9.664809808275819e-4
DNASE2	7.327657299230322e-8	0.2881282851584111	0.153	0.074	0.0010049149220164465
SLC9A3R1	7.367430112474939e-8	0.5311495873658092	0.244	0.146	0.001010369365624813
LSM1	7.395895809521853e-8	0.4070898988793584	0.236	0.137	0.001014273151317827
NIPSNAP3A	7.535788299352656e-8	0.2514919640176209	0.126	0.056	0.0010334580073732232
PITPNC1	7.752961943128547e-8	0.26677042146045565	0.138	0.065	0.001063241200880649
SRI	7.954990950923806e-8	0.31211335442755095	0.371	0.244	0.0010909474590096906
UBE2L3	8.769428035641153e-8	0.26139941135801426	0.344	0.215	0.0012026393608078278
VPS29	9.147570068223788e-8	0.267712460786535	0.293	0.176	0.0012544977591562104
TMEM141	9.15332614255103e-8	0.5103275815866579	0.181	0.093	0.0012552871471894482
HIGD2A	9.236023937878535e-8	0.4113203757587516	0.621	0.466	0.0012666283228406623
PSMA5	9.42514897590452e-8	0.3913371333501152	0.375	0.245	0.001292564930555546
RNF5	9.956417000901284e-8	0.3029035578415701	0.226	0.129	0.001365423027503602
MPC1	1.007127569581486e-7	0.30253229299026396	0.24	0.137	0.0013811747489240497
GUK1	1.130704464365699e-7	0.36271989430098084	0.601	0.454	0.0015506481024311195
CHCHD10	1.213231534145079e-7	0.2831235024939882	0.326	0.201	0.0016638257259265611
SLC44A2	1.2256171092968003e-7	0.30922333631343446	0.155	0.077	0.001680811303689632
PTPRC	1.2315792079084962e-7	0.2620192296847945	0.57	0.429	0.0016889877257257116
CD55	1.497203850238875e-7	0.36985461282115895	0.297	0.185	0.0020532653602175935
HLA-DRB1	1.568424407746469e-7	0.29564606610443	0.574	0.434	0.0021509372327835076
NDUFA13	1.67262428779676e-7	0.28203375624468574	0.572	0.436	0.0022938369482844766
RASSF1	1.7088076570737318e-7	0.2693431771449004	0.151	0.075	0.0023434588209109157
CCDC12	1.7140892832485161e-7	0.5485228536806368	0.346	0.225	0.002350702043047015
ZNHIT1	1.8658095582526975e-7	0.2717167641195317	0.379	0.252	0.0025587712281877496
ELOVL1	1.8950046892417803e-7	0.25953796762688636	0.13	0.061	0.0025988094308261774
TRAPPC1	1.9796662173476965e-7	0.25195962081353596	0.582	0.42	0.002714914250470631
FPR1	2.0109883720301194e-7	0.27948003621711304	0.179	0.093	0.002757869453402106
MOB1A	2.0680610779068664e-7	0.29030719282069417	0.285	0.176	0.002836138962241477
DCTN3	2.211668786022548e-7	0.33170119771067474	0.33	0.211	0.0030330825731513223
TCF25	2.248285506535656e-7	0.3749128720250565	0.35	0.233	0.0030832987436629987
NAPA	2.250419408525767e-7	0.2950694069367936	0.206	0.115	0.003086225176852237
CCDC115	2.4213755337218933e-7	0.3955291785852675	0.244	0.143	0.0033206744069462046
SSNA1	2.480455256402428e-7	0.2564906244750611	0.322	0.202	0.0034016963386302897
ATG16L2	2.6059843344957885e-7	0.30720787686734263	0.12	0.054	0.0035738469163275246
PSMC2	2.799420662788729e-7	0.2532017928173831	0.22	0.124	0.0038391254969484634
RAB2A	2.860298784823892e-7	0.25995603310310444	0.253	0.15	0.003922613753507486
VPS25	3.013889870175561e-7	0.8638521136334847	0.132	0.063	0.004133248567958764
FIS1	3.0661076117448945e-7	0.2550821534852883	0.452	0.305	0.004204859978746948
YIPF3	3.104271756676518e-7	0.439751814535689	0.165	0.086	0.004257198287106177
DIAPH1	3.5632516867483164e-7	0.3930330804379677	0.151	0.076	0.004886643363206641
PGK1	3.6024384973872506e-7	0.36397358747695896	0.572	0.454	0.004940384155316876
PTGER2	3.6113565782528827e-7	0.34904486282752356	0.21	0.122	0.004952614411416003
OSTF1	3.8761610431551763e-7	0.3693351141771106	0.411	0.288	0.005315767254583009
TMEM176B	3.946597944420364e-7	0.32298285313274677	0.118	0.054	0.005412364420978087
TMEM208	4.7035839754937476e-7	0.37289672010485697	0.198	0.111	0.0064504950639921255
RNASET2	4.936741908373713e-7	0.29344746676348876	0.591	0.479	0.006770247853143709
IL12RB1	4.968018455823575e-7	0.2999633819332377	0.134	0.067	0.00681314051031645
SUN2	5.614946581436359e-7	0.3662057075100964	0.338	0.231	0.007700337741781822
PLSCR1	5.976283581014155e-7	0.28577473437059453	0.216	0.124	0.008195875303002812
SSBP4	6.071068106682319e-7	0.30766249477218355	0.196	0.11	0.008325862801504132
FYN	6.546883565895444e-7	0.3174597979483986	0.244	0.148	0.008978396122269012
LAMTOR2	6.691571865595303e-7	0.3076914560051107	0.318	0.203	0.009176821656477398
GUSB	7.15975612437131e-7	0.4466951078005847	0.149	0.075	0.009818889548962815
TSPAN32	7.900210446965545e-7	0.3014262496373258	0.147	0.076	0.010834348606968549
PMVK	8.024428028118906e-7	0.2916032978665005	0.224	0.128	0.011004700597762268
ZNF706	8.590794783423288e-7	0.29988257879389235	0.411	0.291	0.011781415965986699
ZFAND5	9.161936948815212e-7	0.287055879503869	0.257	0.156	0.01256468033160518
ARL6IP1	9.62736775566199e-7	0.28822760091727984	0.273	0.173	0.013202972140114852
CALM3	9.642950766339253e-7	0.256570697193258	0.475	0.338	0.013224342680957651
MBP	9.769528757049357e-7	0.3924439042820176	0.161	0.088	0.013397931737417488
CHMP2A	1.0135803964423288e-6	0.3286773863728809	0.36	0.242	0.013900241556810097
NDUFB6	1.0998137578705903e-6	0.39424687833311234	0.202	0.116	0.015082845875437276
ARHGAP9	1.167667858955119e-6	0.31080738920705964	0.212	0.126	0.016013397017710502
PPCS	1.1721944871911124e-6	0.25425302276301565	0.275	0.171	0.016075475197338915
GLUD1	1.2264155229801842e-6	0.2907930485723158	0.2	0.113	0.016819062482150246
ABHD17A	1.248128931272818e-6	0.37856616394163084	0.108	0.051	0.017116840163475425
SEPT7	1.278376773331123e-6	0.43325385968376384	0.438	0.317	0.01753165906946302
TPMT	1.4205214823033367e-6	0.2682629108530119	0.114	0.054	0.01948103160830796
SERPINB6	1.5541675450851982e-6	0.2660521847173334	0.277	0.175	0.021313853713298407
CAPN2	1.6932086649562634e-6	0.25654381689379635	0.31	0.202	0.023220663631210198
LITAF	1.8085231342366614e-6	0.6786464883212322	0.391	0.294	0.024802086262921574
NDUFB7	1.8102080492711784e-6	0.29037379231182525	0.391	0.263	0.02482519318770494
WASF2	1.846664690266794e-6	0.2831115633350747	0.287	0.175	0.025325159562318813
NDUFS2	2.0332825158738037e-6	0.3916189508241851	0.251	0.152	0.027884436422693344
ATP6AP2	2.048650259210536e-6	0.28038539179959443	0.344	0.232	0.02809518965481329
TMEM165	2.204270197713404e-6	0.584992328793964	0.22	0.133	0.030229361491441627
HSD17B10	2.2702206207185013e-6	0.30071375872210804	0.277	0.178	0.031133805592533526
RAB7L1	2.3235512800914617e-6	0.30273759668357986	0.138	0.073	0.031865182255174304
SDHB	2.4012084127044498e-6	0.33216674693821635	0.31	0.195	0.03293017217182882
TES	2.4629372271988404e-6	0.31516276014166344	0.145	0.077	0.03377672113380489
GDI2	2.572660442954364e-6	0.31698042213537714	0.403	0.282	0.03528146531467615
PTPN4	2.676298455469768e-6	0.3065275141604597	0.13	0.068	0.036702757018312396
COPE	2.944613784464292e-6	0.2508237649134535	0.552	0.412	0.0403824334401433
SNRNP40	2.953796839431738e-6	0.27234242218094706	0.183	0.105	0.040508369855966855
LSMD1	3.781808878240843e-6	0.26619950226763867	0.255	0.158	0.05186372695619492
NDUFA6	3.956078646072452e-6	0.2745625828131375	0.238	0.15	0.054253662552237604
ATP6V0E1	3.976894251147245e-6	0.3733690537556309	0.692	0.536	0.05453912776023332
CYB5B	4.044555599718205e-6	0.3760939573336395	0.151	0.083	0.05546703549453546
SH2D2A	4.2130018270904895e-6	0.4403317347986926	0.104	0.051	0.05777710705671897
FBXW5	4.372023056770658e-6	0.3703369824094387	0.202	0.12	0.059957924200552806
HMGN3	4.3768489860411215e-6	0.25866912010543164	0.326	0.218	0.06002410699456794
CALM1	4.62271912399894e-6	0.3110554112152726	0.772	0.656	0.06339597006652146
RBM3	4.9959315282291266e-6	0.25313880540168876	0.749	0.619	0.06851420497813424
POLE4	5.239485455321977e-6	0.26632818522967483	0.277	0.171	0.0718543035342856
RHOF	5.462973214035425e-6	0.2717454080903784	0.246	0.156	0.07491921465728182
CAST	5.55731396884779e-6	0.3194112371311495	0.234	0.148	0.0762130037687786
TIMM8B	5.705066443552668e-6	0.29155748668142056	0.171	0.097	0.07823928120688128
DUSP23	5.780878710751366e-6	0.25702275099504746	0.159	0.088	0.07927897063924423
ATP5F1	6.036228332413403e-6	0.3284017104993875	0.475	0.35	0.08278083535071741
SIGIRR	6.123700256569883e-6	0.3055283949363714	0.31	0.208	0.08398042531859938
CCND3	6.243057884848851e-6	0.2549879736227547	0.493	0.395	0.08561729583281714
ZAP70	6.2626597164228754e-6	0.29338921331456014	0.204	0.13	0.08588611535102332
CHMP5	7.137454703876427e-6	0.29217402231820966	0.303	0.203	0.09788305380896133
ZNHIT3	7.371253333050385e-6	0.32949415066738474	0.248	0.156	0.10108936820945298
PAIP2	7.571714032624553e-6	0.25899878719596514	0.407	0.297	0.10383848624341312
DNAJA1	7.658782773492769e-6	0.3494019840119549	0.393	0.274	0.10503254695567983
ACAA1	8.07708979627087e-6	0.3580861964345916	0.208	0.124	0.11076920946605871
H2AFY	8.517381323511795e-6	0.32931944492692566	0.397	0.275	0.11680736747064076
LAMP1	8.814856794454057e-6	0.3610104343388494	0.277	0.187	0.12088694607914294
AMZ2	9.067630126229247e-6	0.32068968637868484	0.134	0.072	0.1243534795511079
CTDSP1	9.267956624683419e-6	0.2702816025837931	0.177	0.103	0.1271007571509084
BZW1	9.917672537073543e-6	0.28702214782179336	0.232	0.149	0.13601096117342656
ELOF1	9.929385881987699e-6	0.333939956080314	0.21	0.126	0.1361715979855793
MRPL51	1.0284864822619408e-5	0.5109582064921332	0.283	0.186	0.14104663617740257
NDUFS3	1.047522241922507e-5	0.27693045486594114	0.236	0.149	0.14365720025725262
COX6A1P2	1.1135519884828515e-5	0.2562693946657777	0.265	0.172	0.15271251970053826
ARF5	1.1317416922316556e-5	0.2520486621938256	0.391	0.277	0.15520705567264925
LINC00152	1.1460118797361812e-5	0.2629947409322373	0.151	0.084	0.1571640691870199
